,movie,location,year,year_group,latitude,longitude
761,That Awkward Moment (2014),"Mott Street and Prince Street, Manhattan.",2014,2010s,40.7230063,-73.9949261
762,That Awkward Moment (2014), Crosby Street (btw Prince Street & Spring Street) Manhattan.,2014,2010s,41.4304236,-87.9883293
763,That Awkward Moment (2014),"Apartment, 240 Elizabeth Street and Prince Street, Manhattan.",2014,2010s,40.7227303,-73.9941604
764,That Awkward Moment (2014),"Cafe Select, 212 Lafayette Street and Kenmare Street, Manhattan.",2014,2010s,40.7209004,-73.995751
765,That Awkward Moment (2014),"East 18th Street and Irving Place, Manhattan.",2014,2010s,40.7364484,-73.9869654
766,That Awkward Moment (2014),"Le Baron NYC, 32 Mulberry Street and Mosco Street, Manhattan.",2014,2010s,40.7144558,-73.9992658
767,That Awkward Moment (2014),East 18th Street (btw Irving Place and Park Avenue) Manhattan.,2014,2010s,40.7779534,-73.9589565
768,That Awkward Moment (2014),"Gramercy Park West and East 20th Street, Manhattan.",2014,2010s,40.7379273,-73.9868586
769,That Awkward Moment (2014),"4 Gramercy Park West and East 20th Street, Manhattan.",2014,2010s,40.7382041,-73.9875484
770,That Awkward Moment (2014),262 Mott Street (btw East Houston Street & Prince Street) Manhattan.,2014,2010s,40.724628,-73.9986114
771,That Awkward Moment (2014),"Crosby Street and Prince Street, Manhattan.",2014,2010s,40.7238833,-73.9969553
772,That Awkward Moment (2014),"Irving Farm, 88 Orchard Street and Broome Street, Manhattan.",2014,2010s,40.7193626,-73.9942698
773,Thanks for Sharing (2012),"6th Avenue and West 26th Street, Manhattan.",2012,2010s,40.7447955,-73.9914219
774,Thanks for Sharing (2012),"Kingswood, 121 West 10th Street and Greenwich Avenue, Manhattan.",2012,2010s,39.9941074,-83.0211696
775,Thanks for Sharing (2012),"St. George's Church, 209 East 16th Street & Rutherford Place, Manhattan.",2012,2010s,40.7339849,-73.9847608
776,Thanks for Sharing (2012),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2012,2010s,40.7787287,-73.9819095
777,Thanks for Sharing (2012),"The Mall, Central Park, Manhattan.",2012,2010s,40.7723522,-73.9715901
778,Thanks for Sharing (2012),"East 42nd Street and Madison Avenue, Manhattan.",2012,2010s,40.7528072,-73.9792702
779,Thanks for Sharing (2012),"High Line Park, 519 West 23rd Street, Meatpacking District, Manhattan.",2012,2010s,40.7482519,-74.0047484
780,Thanks for Sharing (2012),"West 42nd Street and 5th Avenue, Manhattan.",2012,2010s,40.7534877,-73.9808944
781,Thanks for Sharing (2012),"Woodley & Bunny Salon, 196 North 10th Street and Driggs Avenue, Brooklyn.",2012,2010s,40.71814,-73.955251
782,Thanks for Sharing (2012),"Amsterdam Avenue and West 105th Street, Manhattan.",2012,2010s,40.7997833,-73.9661952
783,Thanks for Sharing (2012),"Lido Bar, 2168 Frederick Douglass Blvd & West 117th Street, Harlem.",2012,2010s,40.8038725,-73.9519366
784,Thanks for Sharing (2012),Broadway (btw East 21st and 22nd Street) Manhattan.,2012,2010s,40.7446311,-73.9989763
785,Thanks for Sharing (2012),"Shop, 385 8th Avenue and West 29th Street, Manhattan.",2012,2010s,40.7496621,-73.9971944
786,Thanks for Sharing (2012),"Greenwich Avenue and Charles Street, Manhattan.",2012,2010s,40.7353106,-74.0003832
787,Thanks for Sharing (2012),"Greenwich Avenue and West 10th Street, Manhattan.",2012,2010s,40.7346785,-73.9999956
788,Thanks for Sharing (2012),West 10th Street (btw Greenwich & 6th Avenues) Manhattan.,2012,2010s,40.7830603,-73.9712488
789,The Thomas Crown Affair (1999),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1999,1990s,40.7752992,-73.9536403
790,The Thomas Crown Affair (1999),"Crown Townhouse, 18 East 68th Street and 5th Avenue, Manhattan.",1999,1990s,40.774734,-73.9653844
791,The Thomas Crown Affair (1999),"Crown Office, Front Street and Old Ship, Financial, Manhattan.",1999,1990s,40.7830603,-73.9712488
792,The Thomas Crown Affair (1999),"Sherry Netherland Hotel, 781 5th Avenue and East 59th Street, Manhattan.",1999,1990s,40.7615589,-73.9666034
793,The Thomas Crown Affair (1999),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",1999,1990s,40.7127837,-74.0059413
794,The Thomas Crown Affair (1999),"Downtown Manhattan Heliport, Pier 17, Manhattan.",1999,1990s,40.7830603,-73.9712488
795,The Terminal (2004),"(JFK Airport) Mirabel International Airport, Montréal, Québec, Canada.",2004,2000s,45.5016889,-73.567256
796,The 10th Victim (1965),"Federal Hall, Wall Street, Manhattan.",1965,1960s,40.7073993,-74.0102088
797,The 10th Victim (1965),"Wall Street and Broad Street, Manhattan.",1965,1960s,40.7071033,-74.010648
798,10 Rules for Sleeping Around (2013),"Restaurant, 151 West 34th Street and 8th Avenue, Manhattan.",2013,2010s,40.8165192,-73.9465432
799,10 Rules for Sleeping Around (2013),"Back Fence, 155 Bleecker Street and Thompson Street, Manhattan.",2013,2010s,40.7261224,-74.00161
800,10 Rules for Sleeping Around (2013),"Spring Street and Broadway, Manhattan.",2013,2010s,40.7230414,-73.9987861
801,Teenage Mutant Ninja Turtles (2014),"Navy Yard Basin, Brooklyn, New York.",2014,2010s,40.703436,-73.9743053
802,Teenage Mutant Ninja Turtles (2014),5th Avenue (btw East 24th & 25th Streets) Manhattan.,2014,2010s,40.746581,-73.997552
803,Teenage Mutant Ninja Turtles (2014),"Battery Park, Manhattan.",2014,2010s,40.7032775,-74.0170279
804,Teenage Mutant Ninja Turtles (2014),"Subway, Broad Street and Wall Street, Manhattan.",2014,2010s,40.7060006,-74.008801
805,Teenage Mutant Ninja Turtles (2014),"Times Square, Manhattan.",2014,2010s,40.759011,-73.9844722
806,Teenage Mutant Ninja Turtles (1990),"Columbus Circle and Central Park West, Manhattan.",1990,1990s,40.7682791,-73.9814387
807,Teenage Mutant Ninja Turtles (1990),"Central Park West and Columbus Circle, Manhattan.",1990,1990s,40.7682791,-73.9814387
808,Teenage Mutant Ninja Turtles (1990),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1990,1990s,40.7830603,-73.9712488
809,Teenage Mutant Ninja Turtles (1990),"Bleecker Street and Mulberry Street, Manhattan.",1990,1990s,40.725841,-73.9944622
810,Taxi Driver (1976),West 57th Street (btw 11th and 12th Avenues) Manhattan.,1976,1970s,40.7830603,-73.9712488
811,Taxi Driver (1976),"Times Square, Manhattan.",1976,1970s,40.759011,-73.9844722
812,Taxi Driver (1976),"8th Avenue and West 47th Street, Manhattan.",1976,1970s,40.760411,-73.9874575
813,Taxi Driver (1976),"737 8th Avenue and West 47th Street, Manhattan.",1976,1970s,40.760411,-73.9874575
814,Taxi Driver (1976),"Charles Palantine HQ, Broadway and West 63rd Street, Manhattan.",1976,1970s,40.7736326,-73.9874643
815,Taxi Driver (1976),"Hotel Olcott, 27 West 72nd Street and Central Park West, Manhattan.",1976,1970s,40.7828647,-73.9653551
816,Taxi Driver (1976),"Coffee Shop, 8th Avenue and West 58th Street, Manhattan.",1976,1970s,40.7678687,-73.9834487
817,Taxi Driver (1976),"3rd Avenue and East 13th Street, Manhattan.",1976,1970s,40.7325835,-73.9876887
818,Taxi Driver (1976),"Broadway and West 45th Street, Manhattan.",1976,1970s,40.7579984,-73.9856257
819,Taxi Driver (1976),"Theatre, 213 West 42nd Street and 7th Avenue, Manhattan.",1976,1970s,40.756034,-73.9869451
820,Taxi Driver (1976),"5th Avenue and West 19th Street, Manhattan.",1976,1970s,40.7390814,-73.9913896
821,Taxi Driver (1976),"West 38th Street and 7th Avenue, Manhattan.",1976,1970s,40.7535205,-73.9887892
822,Taxi Driver (1976),"3rd Avenue and East 13th Street, Manhattan.",1976,1970s,40.7325835,-73.9876887
823,Taxi Driver (1976),"East 13th Street and 3rd Avenue, Manhattan.",1976,1970s,40.7325835,-73.9876887
824,Taxi Driver (1976),204 East 13th Street (btw 2nd and 3rd Avenue) Manhattan.,1976,1970s,40.7684404,-73.9615733
825,Taxi Driver (1976),226 East 13th Street (btw 2nd and 3rd Avenue) Manhattan.,1976,1970s,40.7684404,-73.9615733
826,Taxi Driver (1976),"Central Park West and Columbus Circle, Manhattan.",1976,1970s,40.7682791,-73.9814387
827,Taxi Driver (1976),"The St. Regis Hotel, 2 East 55th Street and 5th Avenue, Manhattan.",1976,1970s,40.774734,-73.9653844
828,Taxi (2004),"Belle's Apartment, South 6th Street and Berry Street, Brooklyn.",2004,2000s,40.7159287,-73.9619153
829,Taxi (2004),"Times Square, Manhattan.",2004,2000s,40.759011,-73.9844722
830,Taxi (2004),"West 37th Street and 6th Avenue, Manhattan.",2004,2000s,40.7517002,-73.9864051
831,Taxi (2004),"Deli, Avenue B and East 3rd Street, Manhattan.",2004,2000s,40.7236548,-73.9852944
832,Taxi (2004),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2004,2000s,40.7779534,-73.9589565
833,Taxi (2004),"Bank, Madison Avenue (btw East 24th and 25th Street) Manhattan.",2004,2000s,40.746581,-73.997552
834,Taxi (2004),"Father Demo Square, Bleecker Street and 6th Avenue, Manhattan.",2004,2000s,40.7428095,-73.992866
835,Taxi (2004),"TWA Terminal, JFK International Airport, Jamaica, Queens.",2004,2000s,40.702677,-73.7889689
836,Tart (2001),"Park Avenue and East 84th Street, Manhattan.",2001,2000s,40.7789085,-73.9582618
837,Tart (2001),"Park Avenue and East 81st Street, Manhattan.",2001,2000s,40.7770003,-73.9596525
838,Tart (2001),"Milford Apartment, 930 Park Avenue and East 81st Street, Manhattan.",2001,2000s,40.7746583,-73.954099
839,Tart (2001),Conservatory Water Central Park (from 72nd to 75th Street) Manhattan.,2001,2000s,40.7707563,-73.9569408
840,Tart (2001),"Alice in Wonderland, Central Park (East 74th Street) Manhattan.",2001,2000s,40.7701235,-73.9574128
841,Tart (2001),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",2001,2000s,40.7828647,-73.9653551
842,Tart (2001),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2001,2000s,40.7787287,-73.9819095
843,Ta Ra Rum Pum (2007),"Times Square, Manhattan.",2007,2000s,40.759011,-73.9844722
844,Ta Ra Rum Pum (2007),"Brooklyn Bridge, Lower East Side, Manhattan.",2007,2000s,40.7047531,-73.9953261
845,Ta Ra Rum Pum (2007),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",2007,2000s,40.7127837,-74.0059413
846,Tales of Manhattan (1942),"5th Avenue and East 60th Street, Manhattan.",1942,1940s,40.7649241,-73.9725552
847,The Talented Mr. Ripley (1999),"225 Central Park West and West 82nd Street, Manhattan.",1999,1990s,40.785644,-73.9781522
848,The Talented Mr. Ripley (1999),"Lyceum Theatre, 149 West 45th Street (btw 6th and 7th Avenue) Manhattan.",1999,1990s,40.73658,-74.0011456
849,The Talented Mr. Ripley (1999),"Tom Ripley's Apartment, Franklin Place and White Street, Manhattan.",1999,1990s,40.718046,-74.0030525
850,The Taking of Pelham 1 2 3 (2009),"Grand Central Terminal, 89 East 42nd Street and Vanderbilt Avenue, Manhattan.",2009,2000s,40.7538211,-73.9773953
851,The Taking of Pelham 1 2 3 (2009),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",2009,2000s,40.7558356,-73.970781
852,The Taking of Pelham 1 2 3 (2009),"Park Avenue, Manhattan.",2009,2000s,40.7779534,-73.9589565
853,The Taking of Pelham 1 2 3 (2009),"Manhattan Bridge, East River, Lower Manhattan.",2009,2000s,40.7205751,-73.9733626
854,The Taking of Pelham One Two Three (1974),"Subway, Lexington Avenue and East 59th Street, Manhattan.",1974,1970s,40.7615589,-73.9666034
855,The Taking of Pelham One Two Three (1974),"Gracie Mansion, East End Avenue and 88th Street, Manhattan.",1974,1970s,40.7791877,-73.9507958
856,The Taking of Pelham One Two Three (1974),"Centre Street and Chambers Street, Manhattan.",1974,1970s,40.7131335,-74.0040497
857,The Taking of Pelham One Two Three (1974),"Park Avenue and East 28th Street, Manhattan.",1974,1970s,40.7433502,-73.9841347
858,The Taking of Pelham One Two Three (1974),"Astor Place and Lafayette Street, Manhattan.",1974,1970s,40.72983,-73.9914232
859,The Taking of Pelham One Two Three (1974),"Court Street Station, Brooklyn.",1974,1970s,40.6938246,-73.990116
860,The Taking of Pelham One Two Three (1974),Union Square East (btw East 15th and 16th Street) Manhattan.,1974,1970s,40.7410712,-74.0015593
861,Tadpole (2000),"East 42nd Street and Vanderbilt Avenue, Manhattan.",2000,2000s,40.7524425,-73.9784038
862,Tadpole (2000),"Broadway and West 73rd Street, Manhattan.",2000,2000s,40.779595,-73.9818263
863,Tadpole (2000),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2000,2000s,40.7775456,-73.9750068
864,Tadpole (2000),"Bethesda Terrace (Mid-Park at 72nd Street) Central Park, Manhattan.",2000,2000s,40.7787287,-73.9819095
865,Tadpole (2000),"Payard Bisto, 1032 Lexington Avenue and East 74th Street, Manhattan.",2000,2000s,40.7701235,-73.9574128
866,Tadpole (2000),"Alice in Wonderland, Central Park (East 74th Street) Manhattan.",2000,2000s,40.7701235,-73.9574128
867,Tadpole (2000),"Eve's Apartment, 450 West End Avenue and West 82nd Street, Manhattan.",2000,2000s,40.7851039,-73.9769031
868,Tadpole (2000),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2000,2000s,40.7779534,-73.9589565
869,"Synecdoche, New York (2008)","Plymouth Street and Bridge Street, Brooklyn.",2008,2000s,40.7036931,-73.9846293
870,The Switch (2010),"8th Avenue and Horatio Street, Manhattan.",2010,2010s,40.738756,-74.003446
871,The Switch (2010),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2010,2010s,40.7779534,-73.9589565
872,The Switch (2010),"Barbuto Restaurant, 775 Washington Street and West 12th Street, Manhattan.",2010,2010s,40.7372245,-74.0006804
873,The Switch (2010),"Laura Pels Theatre, 111 West 46th Street and 6th Avenue, Manhattan.",2010,2010s,40.7428095,-73.992866
874,The Switch (2010),"West 14th Street and 9th Avenue, Manhattan.",2010,2010s,40.74085,-74.0051793
875,The Switch (2010),"Apple Store, West 14th Street and 9th Avenue, Manhattan.",2010,2010s,40.7692123,-73.9847724
876,The Switch (2010),"Cafe Cluny, 284 West 12th Street and West 4th Street, Manhattan.",2010,2010s,40.7336421,-74.0026047
877,The Switch (2010),"Central Park Zoo, Manhattan.",2010,2010s,40.7685787,-73.9703305
878,The Switch (2010),"Riverside Drive and West 92nd Street, Manhattan.",2010,2010s,40.793342,-73.976617
879,The Switch (2010),"Kassie's Apartment, 194 Riverside Drive and West 92nd Street, Manhattan.",2010,2010s,40.7915112,-73.972267
880,The Switch (2010),"Equinox Gym, Murray Street and Church Street, Manhattan.",2010,2010s,40.7149347,-74.007951
881,The Switch (2010),"Sweetwater Tavern, 105 North 6th Street and Berry Street, Brooklyn.",2010,2010s,40.7159287,-73.9619153
882,The Switch (2010),Park Avenue (btw East 49th Street and 50th Street) Manhattan.,2010,2010s,40.7558356,-73.970781
883,The Switch (2010),"Remsen Street & Montague Terrace, Brooklyn Heights, Brooklyn.",2010,2010s,40.694982,-73.9976722
884,Switch (1991),"Bloomingdale's, 1000 3rd Avenue and East 59th Street, Manhattan.",1991,1990s,40.7615589,-73.9666034
885,Switch (1991),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1991,1990s,40.7707563,-73.9569408
886,Switch (1991),"Sardi's Restaurant, 234 West 44th Street and 7th Avenue, Manhattan.",1991,1990s,40.73658,-74.0011456
887,Swimfan (2002),"Diner, 225 Wythe Avenue and North 3rd Street, Brooklyn.",2002,2000s,38.6591331,-90.1691563
888,Sweet November (1968),"State Office Building, 141 Worth Street and Centre Street, Manhattan.",1968,1960s,40.7163828,-74.0012118
889,Sweet November (1968),"City Hall Park (btw Broadway, Park Row, and Chambers Street) Manhattan.",1968,1960s,40.7159132,-74.0101055
890,Sweet November (1968),East River (btw Brooklyn Bridge and Manhattan Bridge).,1968,1960s,,
891,Sweet November (1968),"Brooklyn Bridge, Lower East Side, Manhattan.",1968,1960s,40.7047531,-73.9953261
892,Sweet November (1968),"Brooklyn Heights, Brooklyn.",1968,1960s,40.6960105,-73.9932872
893,Sweet November (1968),"43 Pierrepont Street & Hicks Street, Brooklyn Heights, Brooklyn.",1968,1960s,40.695892,-73.995547
894,Sweet November (1968),"Montague Street and Henry Street, Brooklyn.",1968,1960s,40.6947901,-73.9942953
895,Sweet November (1968),"Shop, 130 Montague Street and Henry Street, Brooklyn.",1968,1960s,40.684816,-73.999081
896,Sweet Smell of Success (1957),"Hunsecker's Apartment, 1619 Broadway and West 49th Street, Manhattan.",1957,1950s,40.7621437,-73.9877012
897,Sweet Smell of Success (1957),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",1957,1950s,40.7428095,-73.992866
898,Sweet Smell of Success (1957),"Toots Shor Restaurant, 51 West 51st Street, Manhattan.",1957,1950s,40.7604055,-73.9793609
899,Sweet Smell of Success (1957),"5th Avenue and West 23rd Street, Manhattan.",1957,1950s,40.7415481,-73.9895852
900,Sweet Smell of Success (1957),"The New York Globe Offices, 200 5th Avenue and Broadway, Manhattan.",1957,1950s,40.759011,-73.9844722
901,Sweet Smell of Success (1957),"Times Square, Manhattan.",1957,1950s,40.759011,-73.9844722
902,Sweet Home Alabama (2002),209 Elizabeth Street (btw Spring Street and Prince Street) Manhattan.,2002,2000s,40.724628,-73.9986114
903,Sweet Home Alabama (2002),Prince Street (btw Elizabeth Street and Mott Street) Manhattan.,2002,2000s,40.7190465,-73.9964841
904,Sweet Home Alabama (2002),"Washington Square Gardens, Greenwich Village, Manhattan.",2002,2000s,40.7314658,-73.9970956
905,Sweet Home Alabama (2002),"Tiffany & Co Store, 727 5th Avenue and East 57th Street, Manhattan.",2002,2000s,40.7602739,-73.967573
906,Sweet Home Alabama (2002),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",2002,2000s,40.7646896,-73.9643068
907,Sweet Charity (1969),"Charity's Apartment, 317 West 46th Street and 8th Avenue, Manhattan.",1969,1960s,40.8165192,-73.9465432
908,Sweet Charity (1969),Central Park (South-End Corner) Manhattan.,1969,1960s,40.7656852,-73.9762334
909,Sweet Charity (1969),"Gapstow Bridge, Central Park, Manhattan.",1969,1960s,40.7669254,-73.9737939
910,Sweet Charity (1969),"Bethesda Fountain, (Mid-Park at 72nd Street) Central Park, Manhattan.",1969,1960s,40.7787287,-73.9819095
