,movie,location,year,year_group
964,Strange Invaders (1983),"5th Avenue and East 63rd Street, Manhattan.",1983,1980s
965,Still Alice (2014),"Columbia University, Broadway and West 116th Street, Manhattan.",2014,2010s
966,Still Alice (2014),"Pinkberry, 2873 Broadway and West 112th Street, Manhattan.",2014,2010s
967,Still Alice (2014),"Alice's Brownstone, 431 West 162nd Street & Amsterdam Avenue, Washington Heights.",2014,2010s
968,Step Up 3D (2010),"Washington Square Gardens, Greenwich Village, Manhattan.",2010,2010s
969,Step Up 3D (2010),"Times Square, Manhattan.",2010,2010s
970,Step Up 3D (2010),"Water Street and Old Dock Street, Brooklyn.",2010,2010s
971,Step Up 3D (2010),"105 East 10th Street and 3rd Avenue, Manhattan.",2010,2010s
972,Step Up 3D (2010),"Bedford Avenue and North 6th Street, Brooklyn.",2010,2010s
973,Step Up 3D (2010),"East 10th Street and 3rd Avenue, Manhattan.",2010,2010s
974,Step Up 3D (2010),"East 10th Street and Stuyvesant Street, Manhattan.",2010,2010s
975,Step Up 3D (2010),"New Dock Street (East River) and Water Street, Brooklyn.",2010,2010s
976,Step Up 3D (2010),"Relish Diner, 225 Wythe Avenue and North 3rd Street, Brooklyn.",2010,2010s
977,Step Up 3D (2010),"Gotham Hall, 1356 Broadway and West 36th Street, Manhattan.",2010,2010s
978,Step Up 3D (2010),"NYU, 35 5th Avenue and East 10th Street, Manhattan.",2010,2010s
979,Step Up 3D (2010),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2010,2010s
980,The Sunshine Boys (1975),"Times Square, Manhattan.",1975,1970s
981,The Sunshine Boys (1975),"Willy's Apartment, 2109 Broadway and West 73rd Street, Manhattan.",1975,1970s
982,The Sunshine Boys (1975),"Broadway and West 73rd Street, Manhattan.",1975,1970s
983,The Sunshine Boys (1975),Broadway (btw West 53rd and 54th Street) Manhattan.,1975,1970s
984,The Sunshine Boys (1975),"Friars Club, 57 East 55th Street and Park Avenue, Manhattan.",1975,1970s
985,Stepmom (1998),"Spring Street and Wooster Street, Manhattan.",1998,1990s
986,Stepmom (1998),Conservatory Water Central Park (from 72nd to 75th Street) Manhattan.,1998,1990s
987,Stepmom (1998),"Belvedere Castle, Central Park, Manhattan.",1998,1990s
988,Stepmom (1998),"L'Absinthe Restaurant, 227 East 67th Street and 2nd Avenue, Manhattan.",1998,1990s
989,Stepmom (1998),"Isabel's Apartment, 139 Spring Street and Wooster Street, Manhattan.",1998,1990s
990,Stepmom (1998),"Washington Square Park North, Manhattan.",1998,1990s
991,Stepmom (1998),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1998,1990s
992,Staying Alive (1983),"Fulton Hotel, 264 West 46th Street and 8th Avenue, Manhattan.",1983,1980s
993,Staying Alive (1983),"Central Park South and Grand Army Plaza, Manhattan.",1983,1980s
994,Staying Alive (1983),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1983,1980s
995,Staying Alive (1983),"The Mall, Central Park, Manhattan.",1983,1980s
996,Staying Alive (1983),"Studios, 250 West Street and Hubert Street, Manhattan.",1983,1980s
997,Staying Alive (1983),"Times Square, Manhattan.",1983,1980s
998,Stay (2005),"The Cherokee, 509 East 77th Street and Cherokee Place, Manhattan.",2005,2000s
999,Stay (2005),"Brooklyn Bridge, Lower East Side, Manhattan.",2005,2000s
1000,Stateside (2004),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2004,2000s
1001,Stateside (2004),"Bridge Cafe, 279 Water Street and Dover Street, Manhattan.",2004,2000s
1002,State of Grace (1990),"Queensbridge Park, Queens.",1990,1990s
1003,State of Grace (1990),"Old Town Bar, 45 East 18th Street and Park Avenue, Manhattan.",1990,1990s
1004,State of Grace (1990),"Bar, 176 Mulberry street and Broome Street, Manhattan.",1990,1990s
1005,State of Grace (1990),"Loews Regency Hotel, 540 Park Avenue and East 61st Street, Manhattan.",1990,1990s
1006,State of Grace (1990),"Times Square, Manhattan.",1990,1990s
1007,State of Grace (1990),"Fanelli Cafe, 94 Prince Street and Mercer Street, Manhattan.",1990,1990s
1008,State of Grace (1990),"Mercer Street and Prince Street, Manhattan.",1990,1990s
1009,State of Grace (1990),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1990,1990s
1010,Starting Out in the Evening (2007),"Shining Star Restaurant, 377 Amsterdam Avenue and West 78th Street, Manhattan.",2007,2000s
1011,Starting Out in the Evening (2007),"Josie's, 300 Amsterdam Avenue and West 74th Street, Manhattan.",2007,2000s
1012,Starting Out in the Evening (2007),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2007,2000s
1013,The Squid and the Whale (2005),"Brownstone, 167 6th Avenue and Saint Johns Place, Brooklyn.",2005,2000s
1014,The Squid and the Whale (2005),"Pathway (near Jacqueline Kennedy Onassis Reservoir) Central Park, Manhattan.",2005,2000s
1015,The Squid and the Whale (2005),"Natural History Museum, Central Park West and 79th Street, Manhattan.",2005,2000s
1016,Spread (2009),"Subway Station, West 42nd Street and Broadway, Manhattan.",2009,2000s
1017,Spread (2009),"Times Square, Manhattan.",2009,2000s
1018,Spread (2009),"Heather's Apartment, 110 Greene Street (btw Spring and Prince Streets) Manhattan.",2009,2000s
1019,Splash (1984),"Statue of Liberty, Liberty Island, New York Harbor.",1984,1980s
1020,Splash (1984),"Allen's Apartment, 25 Tudor City Place, Manhattan.",1984,1980s
1021,Splash (1984),"Bloomingdale's, 1000 3rd Avenue and East 59th Street, Manhattan.",1984,1980s
1022,Splash (1984),"Marble Collegiate Church, 1 West 29th Street, Manhattan.",1984,1980s
1023,Splash (1984),"East 57th Street and Madison Avenue, Manhattan.",1984,1980s
1024,Splash (1984),Cadman Plaza and Furman Street (near Brooklyn Bridge) Brooklyn.,1984,1980s
1025,Splash (1984),"American Museum of Natural History, Central Park West and 79th Street, Manhattan.",1984,1980s
1026,Spider-Man 3 (2007),"Times Square, Manhattan.",2007,2000s
1027,Spider-Man 3 (2007),"West 55th Street and 6th Avenue, Manhattan.",2007,2000s
1028,Spider-Man 3 (2007),"The Daily Bugle, 175 5th Avenue (btw 22nd and 23rd Street) Manhattan.",2007,2000s
1029,Spider-Man 3 (2007),"Harry Osborn's Apartment, East 40th Street and 1st Avenue, Manhattan.",2007,2000s
1030,Spider-Man 3 (2007),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2007,2000s
1031,Spider-Man 2 (2004),"Joe's Pizza, 233 Bleecker Street and Carmine Street, Manhattan.",2004,2000s
1032,Spider-Man 2 (2004),"Columbia University, Broadway and 116th Street, Manhattan.",2004,2000s
1033,Spider-Man 2 (2004),"Peter Parker's Apartment, 187 Chrystie Street and Stanton Street, Manhattan. ",2004,2000s
1034,Spider-Man 2 (2004),"Dr Octavius' Lab, 32 2nd Avenue and East 2nd Street, Manhattan.",2004,2000s
1035,Spider-Man 2 (2004),"Centre Street and Chambers Street, Financial, Manhattan.",2004,2000s
1036,Spider-Man 2 (2004),"Riverside Church, 490 Riverside Drive and West 120th Street, Manhattan.",2004,2000s
1037,A Stranger Among Us (1992),"Forest Avenue and Putnam Avenue, Queens.",1992,1990s
1038,A Stranger Among Us (1992),"83rd Precinct, Knickerbocker Avenue and Bleecker Street, Brooklyn.",1992,1990s
1039,A Stranger Among Us (1992),Williamsburg Bridge.,1992,1990s
1040,A Stranger Among Us (1992),"West 47th Street and 6th Avenue, Manhattan.",1992,1990s
1041,Spider-Man (2002),"Columbia University, Broadway and West 116th Street, Manhattan.",2002,2000s
1042,Spider-Man (2002),"Norman Osborn's Apartment, East 40th Street and 1st Avenue, Manhattan.",2002,2000s
1043,Spider-Man (2002),"New York Public Library, 5th Avenue and 42nd Street, Manhattan.",2002,2000s
1044,Spider-Man (2002),"The Daily Bugle, 175 5th Avenue (btw 22nd and 23rd Street) Manhattan.",2002,2000s
1045,Spider-Man (2002),"Rockefeller Roof Gardens, 5th Avenue (btw 49th and 50th Streets) Manhattan.",2002,2000s
1046,Spider-Man (2002),Roosevelt Island Tramway (connects Roosevelt Island to Manhattan).,2002,2000s
1047,Speedy (1928),"Pennsylvania Station, 8th Avenue and West 34th Street, Manhattan.",1928,1920s
1048,The Speed of Thought (2011),"Joshua's Apartment, 345 West 13th Street and Hudson Street, Manhattan.",2011,2010s
1049,The Speed of Thought (2011),"Union Square West and East 16th Street, Manhattan.",2011,2010s
1050,The Speed of Thought (2011),"Central Park West and West 69th Street, Manhattan.",2011,2010s
1051,The Speed of Thought (2011),"Strawberry Fields, Central Park, Manhattan.",2011,2010s
1052,The Spanish Prisoner (1997),1067 5th Avenue (btw East 87th and 88th Streets) Manhattan.,1997,1990s
1053,The Spanish Prisoner (1997),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1997,1990s
1054,The Spanish Prisoner (1997),"Tunnel, Central Park, Manhattan.",1997,1990s
1055,The Spanish Prisoner (1997),"Carousel, Central Park, Manhattan.",1997,1990s
1056,Space Jam (1996),"Madison Square Garden, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",1996,1990s
1057,"Sorry, Haters (2005)","East 22nd Street and Park Avenue, Manhattan.",2005,2000s
1058,"Sorry, Haters (2005)","Restaurant, 45 East 22nd Street and Park Avenue, Manhattan.",2005,2000s
1059,"Sorry, Haters (2005)","26 New Dock Street, Brooklyn.",2005,2000s
1060,The Sorcerer's Apprentice (2010),"Williamsburg Bridge (Delancey Street, Manhattan to Williamsburg, Brooklyn).",2010,2010s
1061,The Sorcerer's Apprentice (2010),"Battery Park, Manhattan.",2010,2010s
1062,The Sorcerer's Apprentice (2010),"Washington Square East and West 4th Street, Manhattan.",2010,2010s
1063,The Sorcerer's Apprentice (2010),"The Apthorp, 2211 Broadway (btw West 78th & 79th Streets) Manhattan.",2010,2010s
1064,The Sorcerer's Apprentice (2010),"Dave Stutler's Apartment, Broadway and Marcy Avenue, Brooklyn.",2010,2010s
1065,The Sorcerer's Apprentice (2010),"Chrysler Building, 405 Lexington Avenue and East 42nd Street, Manhattan.",2010,2010s
1066,The Sorcerer's Apprentice (2010),"Morris Street and Broadway, Financial, Manhattan.",2010,2010s
1067,The Sorcerer's Apprentice (2010),"Alley, Franklin Place and White Street, Manhattan.",2010,2010s
1068,The Sorcerer's Apprentice (2010),"Balthazar Blake's Shop (Arcana Cabana) 60 White Street, Manhattan.",2010,2010s
1069,The Sorcerer's Apprentice (2010),"82 Washington Square East and Washington Place, Manhattan.",2010,2010s
1070,The Sorcerer's Apprentice (2010),"Times Square, Manhattan.",2010,2010s
1071,The Sorcerer's Apprentice (2010),5th Avenue (btw East 50th and 51st Streets) Manhattan.,2010,2010s
1072,The Sorcerer's Apprentice (2010),"Bowling Green Park, Broadway, Manhattan.",2010,2010s
1073,Spread (2009),"Brooklyn Bridge, Lower East Side, Manhattan.",2009,2000s
1074,The Son of No One (2011),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",2011,2010s
1075,The Son of No One (2011),"Queensbridge Park (near Vernon Boulevard) Astoria, Queens.",2011,2010s
1076,The Son of No One (2011),"34 Vernon Boulevard and 41st Avenue, Astoria, Queens.",2011,2010s
1077,Song One (2014),"Coler-Goldwater Memorial Hospital, 1 Main Street, Roosevelt Island, New York.",2014,2010s
1078,Song One (2014),"Subway, Delancey Street and Chrystie Street, Manhattan.",2014,2010s
1079,Song One (2014),"Bowery Ballroom, 6 Delancey Street and Chrystie Street, Manhattan.",2014,2010s
1080,Song One (2014),"Henry's Apartment, 255 McKibbin Street (btw Bushwick Avenue & White Street) Brooklyn.",2014,2010s
1081,Song One (2014),"Guitar Shop, 139 Franklin Street and Java Street, Brooklyn.",2014,2010s
1082,Song One (2014),"Berry Street and N 11th Street, Brooklyn.",2014,2010s
1083,Something Wild (1986),"Diner, 110 6th Avenue and Watts Street, Manhattan.",1986,1980s
1084,Something's Gotta Give (2003),"Broadway and East 18th Street, Manhattan.",2003,2000s
1085,Something's Gotta Give (2003),"Christies, 1230 Avenue of the Americas and West 49th Street, Manhattan..",2003,2000s
1086,Something's Gotta Give (2003),"Harry's Townhouse, 115 East 78th Street and Park Avenue, Manhattan.",2003,2000s
1087,Something Borrowed (2011),"Crimson Club, 915 Broadway and East 21st Street, Manhattan.",2011,2010s
1088,Something Borrowed (2011),"Spring Lounge, 48 Spring Street and Mulberry Street, Manhattan.",2011,2010s
1089,Something Borrowed (2011),"Rachel's Apartment, 116 East 10th Street and Stuyvesant Street, Manhattan.",2011,2010s
1090,Something Borrowed (2011),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",2011,2010s
1091,Something Borrowed (2011),"Shake Shack, South East Corner and East 23rd Street, Manhattan.",2011,2010s
1092,Something Borrowed (2011),"Centro Vinoteca, 7th Avenue South and Bleecker Street, Manhattan.",2011,2010s
1093,Something Borrowed (2011),"East 10th Street and Stuyvesant Street, Manhattan.",2011,2010s
1094,Something Borrowed (2011),"Madison Square Park, Madison Avenue and East 25th Street, Manhattan.",2011,2010s
1095,Something Borrowed (2011),"Ted Gibson Salon, 184 5th Avenue and West 23rd Street, Manhattan.",2011,2010s
1096,Something Borrowed (2011),"East 20th Street and Gramercy Park East, Manhattan.",2011,2010s
1097,Somebody Up There Likes Me (1956),"Adams Street and Water Street, Brooklyn.",1956,1950s
1098,Somebody Up There Likes Me (1956),"Orchard Street and Hester Street, Manhattan.",1956,1950s
1099,Somebody Up There Likes Me (1956),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1956,1950s
1100,Someone to Watch Over Me (1987),"Claire Gregory's Apartment, 8 East 62nd Street and 5th Avenue, Manhattan.",1987,1980s
1101,Someone to Watch Over Me (1987),"Bergdorf Goodman Store, 754 5th Avenue and West 58th Street, Manhattan.",1987,1980s
1102,Someone to Watch Over Me (1987),"Guggenheim Museum, 1071 5th Avenue and East 89th Street, Manhattan.",1987,1980s
1103,Someone Like You (2001),"Catherine Street and Henry Street, Manhattan.",2001,2000s
1104,Someone Like You (2001),Elizabeth Street (btw Prince Street and East Houston Street) Manhattan.,2001,2000s
1105,Someone Like You (2001),"Cafe Habana, 17 Prince Street and Elizabeth Street, Manhattan.",2001,2000s
1106,Someone Like You (2001),"Grand Street and Greene Street, Manhattan.",2001,2000s
1107,Someone Like You (2001),"Hogs & Heifers Bar, 859 Washington Street and West 13th Street, Manhattan.",2001,2000s
1108,Someone Like You (2001),"Jane's Apartment, 425 West 13th Street and Washington Street, Manhattan.",2001,2000s
1109,Somebody Killed Her Husband (1978),"Macy's Store, 151 West 34th Street (btw 6th and 7th Avenues) Manhattan.",1978,1970s
1110,Somebody Killed Her Husband (1978),"Madison Square Park, Madison Avenue and East 25th Street, Manhattan.",1978,1970s
1111,Somebody Killed Her Husband (1978),"Jenny Moore's Apartment, East 57th Street and Sutton Place, Manhattan.",1978,1970s
1112,Somebody Killed Her Husband (1978),"Sutton Place Playground, East River, Manhattan.",1978,1970s
1113,Solitary Man (2009),5th Avenue (btw West 72nd and 73rd Streets) Manhattan.,2009,2000s
1114,Solitary Man (2009),"French Roast Diner, 2340 Broadway and West 85th Street, Manhattan.",2009,2000s
1115,Solitary Man (2009),"JFK International Airport, Queens.",2009,2000s
1116,Solitary Man (2009),"Atlantic Grill, 1341 3rd Avenue and East 77th Street, Manhattan.",2009,2000s
1117,Solitary Man (2009),"Natural History Museum, Central Park West and 79th Street, Manhattan.",2009,2000s
1118,So Fine (1981),"Bergdorf Goodman Store, 754 5th Avenue and West 58th Street, Manhattan.",1981,1980s
1119,So Fine (1981),"Times Square, Manhattan.",1981,1980s
1120,So Fine (1981),"Natural History Museum, Central Park West and 79th Street, Manhattan.",1981,1980s
1121,So Fine (1981),"East 19th Street and Irving Place, Manhattan.",1981,1980s
1122,So Fine (1981),"Eddie's Townhouse, 203 Prince Street and MacDougal Street, Manhattan.",1981,1980s
1123,The Smurfs (2011),"Boathouse, Prospect Park, Brooklyn.",2011,2010s
1124,The Smurfs (2011),"Pond (Near Gapstow Bridge) Central Park, Manhattan.",2011,2010s
1125,The Smurfs (2011),"Winslow's Apartment, 111 East 7th Street (btw 1st Avenue & Avenue A) Manhattan.",2011,2010s
1126,The Smurfs (2011),"The Mall, Central Park, Manhattan.",2011,2010s
1127,The Smurfs (2011),"Belvedere Castle, Central Park, Manhattan.",2011,2010s
1128,The Smurfs (2011),"East 42nd Street and 6th Avenue, Manhattan.",2011,2010s
1129,The Smurfs (2011),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",2011,2010s
1130,The Smurfs (2011),"The Russian Tea Room, 150 West 57th Street and 7th Avenue, Manhattan.",2011,2010s
1131,The Smurfs (2011),"FAO Schwarz (Toy Store) 767 5th Avenue and East 59th Street, Manhattan.",2011,2010s
1132,The Smurfs (2011),"Times Square, Manhattan.",2011,2010s
1133,The Smurfs (2011),"Cortlandt Alley and Walker Street, Manhattan.",2011,2010s
1134,The Smurfs (2011),"Housing Works Bookstore Cafe, 126 Crosby Street and Prince Street, Manhattan.",2011,2010s
1135,The Smurfs (2011),"Columbus Circle and Central Park West, Manhattan.",2011,2010s
1136,Small Time Crooks (2000),"316 East 83rd Street and 1st Avenue, Manhattan.",2000,2000s
1137,Small Time Crooks (2000),"Hotel, 318 West 51st Street and 8th Avenue, Manhattan.",2000,2000s
1138,Small Time Crooks (2000),"Cookie Shop, West 145th Street and Amsterdam Avenue, Manhattan.",2000,2000s
1139,Small Time Crooks (2000),"Ray's Apartment, 1169 Park Avenue and East 92nd Street, Manhattan.",2000,2000s
1140,Small Time Crooks (2000),"Doyers Street and Chatham Square, Chinatown, Manhattan.",2000,2000s
1141,Small Time Crooks (2000),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2000,2000s
1142,Small Time Crooks (2000),"43 East 5th Avenue and 11th Street, Manhattan.",2000,2000s
